SummitName,Latitude,Longitude,Reference,Points,OSM_Node_ID
Beinn a'Chaisgein Mor,57.75116,-5.39209,GM/NS-028,4,651538228.0
Cul Mor,58.05812,-5.11677,GM/NS-029,4,651297923.0
Canisp,58.12091,-5.05285,GM/NS-030,4,651297921.0
Carn Ban,57.84677,-4.80104,GM/NS-031,4,651510443.0
Carn Chuinneag,57.81381,-4.55414,GM/NS-032,4,651510755.0
Beinn Dearg Bheag,57.77599,-5.33143,GM/NS-033,4,1725309083.0
Breabag,58.09737,-4.90854,GM/NS-034,4,651297924.0
Quinag - Sail Gharbh,58.21515,-5.0499,GM/NS-035,4,1345712117.0
Creag Rainich,57.72566,-5.19902,GM/NS-036,4,651538251.0
Meallan Liath Coire Mhic Dhughaill,58.31007,-4.80567,GM/NS-037,4,611220580.0
Cranstackie,58.45743,-4.82872,GM/NS-038,4,611209749.0
Beinn Leoid,58.22202,-4.86161,GM/NS-039,4,1779549261.0
Beinn Airigh Charr,57.72756,-5.47761,GM/NS-040,4,651538289.0
Beinn a'Chaisteil,57.78092,-4.74299,GM/NS-041,4,651510754.0
Arkle,58.37106,-4.90364,GM/NS-042,4,611177597.0
Meall Horn,58.36168,-4.8176,GM/NS-043,4,611177601.0
Glas Bheinn,58.19268,-4.97057,GM/NS-044,4,613558916.0
Quinag - Sail Gorm,58.22561,-5.06954,GM/NS-045,4,613555622.0
Beinn Spionnaidh,58.47304,-4.8105,GM/NS-046,4,1291925648.0
Cul Beag,58.02955,-5.15099,GM/NS-047,4,651302268.0
Sail Mhor,57.84445,-5.31582,GM/NS-048,4,1806887013.0
Beinn Liath Mhor a'Ghiubhais Li,57.69865,-4.88638,GM/NS-049,4,651538257.0
Little Wyvis,57.64278,-4.63264,GM/NS-050,4,651511308.0
Quinag - Spidean Coinich,58.20187,-5.05447,GM/NS-051,4,613555618.0
Ben Loyal - An Caisteal,58.40493,-4.43503,GM/NS-052,4,181305314.0
Carn an Tionail,58.31036,-4.74574,GM/NS-053,4,2689697537.0
Meallan a'Chuail,58.22072,-4.82003,GM/NS-054,4,2266020408.0
Groban,57.68754,-5.18923,GM/NS-055,4,1481050090.0
Beinn nan Eun,57.74661,-4.60898,GM/NS-056,4,2715400995.0
Ben Mor Coigach,57.98654,-5.22574,GM/NS-057,4,1975835361.0
Meall Mor,57.73619,-4.49546,GM/NS-058,4,2715399219.0
Sabhal Beag,58.34437,-4.78113,GM/NS-059,4,613011486.0
Suilven - Caisteal Liath,58.11552,-5.13676,GM/NS-060,4,341437669.0
Meall Doire Faid,57.76716,-4.99277,GM/NS-061,4,1431798925.0
Meall Mheinnidh,57.71667,-5.43515,GM/NS-062,4,2700244158.0
Ben Stack,58.33492,-4.95772,GM/NS-063,4,
Beinn Tharsuinn,57.80775,-4.6734,GM/NS-064,4,
Creag Mhor,58.18569,-4.2153,GM/NS-065,4,2682073612.0
Beinn nan Ramh,57.64676,-5.11896,GM/NS-066,4,
Morven,58.23423,-3.69673,GM/NS-067,4,1432606960.0
Meall a'Chaorainn,57.59508,-5.12059,GM/NS-068,4,1440798731.0
Ben Armine - Creag a'Choire Ghlais,58.21541,-4.22326,GM/NS-069,4,2689679395.0
Sgurr an Fhidhleir,57.99729,-5.22594,GM/NS-070,4,2723418355.0
Carn a'Choin Deirg,57.89172,-4.70496,GM/NS-071,4,2154984433.0
Carn Loch nan Amhaichean,57.74337,-4.67077,GM/NS-072,2,2715412257.0
Beinn a'Mhuinidh,57.64123,-5.29873,GM/NS-073,2,2280043227.0
Beinn Tharsuinn,57.78146,-4.34532,GM/NS-074,2,2715385300.0
Beinn Direach,58.30211,-4.72141,GM/NS-075,2,
Beinn a'Chaisgein Beag,57.7826,-5.42281,GM/NS-076,2,651538237.0
Beinn Bheag,57.69151,-5.2142,GM/NS-077,2,1481050088.0
Meall Dubh,57.85208,-4.99152,GM/NS-078,2,2715256049.0
Carn Salachaidh,57.85186,-4.49737,GM/NS-079,2,2689823570.0
Beinn Ghobhlach,57.89597,-5.28247,GM/NS-080,2,442348061.0
Meall a'Chaorainn,57.80403,-4.76143,GM/NS-081,2,2715257648.0
Beinn Dhorain,58.11677,-3.82561,GM/NS-082,2,2422703227.0
Scaraben,58.22037,-3.59151,GM/NS-083,2,1432606961.0
Beinn an Eoin,58.00657,-5.209,GM/NS-084,2,2723444163.0
Meall an Fheur Loch,58.23769,-4.79187,GM/NS-085,2,2266020405.0
Stac Pollaidh,58.04411,-5.20852,GM/NS-086,2,341433373.0
Beinn Mhealaich,58.11141,-3.76509,GM/NS-087,2,2422703226.0
Cnoc Damh,57.92178,-4.92191,GM/NS-088,2,
Ben Griam Mor,58.3227,-4.03925,GM/NS-089,2,603925787.0
Beinn nam Ban,57.86676,-5.18972,GM/NS-090,2,2714430811.0
Ben Griam Beg,58.34348,-3.9972,GM/NS-091,2,1136300075.0
Meall an Fhuarain,57.97728,-4.90932,GM/NS-092,2,
Beinn Reidh,58.14372,-5.04058,GM/NS-093,2,2723451498.0
Beinn Eilideach,57.88592,-5.08731,GM/NS-094,2,
An Cabar,57.63315,-4.92055,GM/NS-095,2,1432594206.0
Cnoc nan Cuilean,58.38156,-4.40038,GM/NS-096,2,612997830.0
Creag Scalabsdale,58.19329,-3.75372,GM/NS-097,2,2401754510.0
Creag Dhubh Mhor,58.2648,-4.6288,GM/NS-098,2,2689679400.0
Meall Liath Choire,57.9197,-4.99522,GM/NS-099,2,2715245449.0
Cnoc a'Bhaid-rallaich,57.88477,-5.26374,GM/NS-100,2,
Carn Garbh,58.0992,-3.88018,GM/NS-101,2,2405252995.0
Beinn an Eoin,58.03431,-4.72928,GM/NS-102,2,2689812965.0
Ben Hiel,58.41618,-4.40547,GM/NS-103,2,612975564.0
Beinn Stumanadh,58.41625,-4.32834,GM/NS-104,2,1141352770.0
Cnoc Ceislein,57.70321,-4.36919,GM/NS-105,2,2715404906.0
Meall Glac Tigh-fail,57.79679,-5.09543,GM/NS-106,2,2714438435.0
Ben Horn,58.03019,-4.02135,GM/NS-107,2,2717182224.0
Farrmheall,58.48439,-4.90354,GM/NS-108,2,603278688.0
An Lean-charn,58.43287,-4.7082,GM/NS-109,2,2715731968.0
Meall Coire an Lochain,58.01176,-5.0284,GM/NS-110,2,2689812963.0
Maovally,58.1499,-4.75737,GM/NS-111,2,
Ben Dreavie,58.3125,-4.97018,GM/NS-112,2,925527890.0
Smean,58.22679,-3.64881,GM/NS-113,2,
Meall Dheirgidh,57.9123,-4.57883,GM/NS-114,2,2715244512.0
Creag Riabhach,58.5282,-4.95764,GM/NS-115,1,603249839.0
Maiden Pap,58.24266,-3.62277,GM/NS-116,1,1432606959.0
Carn na Dubh Choille,57.667,-4.70576,GM/NS-117,1,2714458245.0
Beinn Sgeireach,58.06841,-4.62326,GM/NS-118,1,2689777614.0
Meall an Fhuarain,58.23843,-4.53414,GM/NS-119,1,1779639939.0
Creag Dhubh Bheag,58.23909,-4.5996,GM/NS-120,1,2715755646.0
An Grianan,58.51778,-4.98117,GM/NS-121,1,603249820.0
Feinne-bheinn Mhor,58.37683,-4.67892,GM/NS-122,1,2715760406.0
Breac-Bheinn,57.91978,-4.5372,GM/NS-123,1,
Fashven,58.56285,-4.90039,GM/NS-124,1,
Beinn Lunndaidh,57.99063,-4.04637,GM/NS-125,1,892954379.0
Cnoc an Liath-bhaid Mhoir,58.23343,-4.11452,GM/NS-126,1,2441212654.0
Meall Meadhonach,58.52418,-4.73204,GM/NS-127,1,2682004590.0
Braigh na h-Eaglaise,58.17772,-3.59165,GM/NS-128,1,2681909353.0
Beinn Dubhain,58.16246,-3.80864,GM/NS-129,1,2716830839.0
Meadie Ridge,58.35692,-4.56644,GM/NS-130,1,1780708830.0
Creag Loisgte,57.92145,-4.75766,GM/NS-131,1,2154984434.0
Ben Hutig,58.55076,-4.51281,GM/NS-132,1,615915770.0
Creag Thoraraidh,58.14729,-3.63151,GM/NS-133,1,
Cnoc na Maoile,58.16863,-3.68809,GM/NS-134,1,
Cnoc Corr Guinie,57.74929,-4.23344,GM/NS-135,1,2715389334.0
Creag nam Fiadh,58.18698,-3.97273,GM/NS-136,1,2439051415.0
Cnoc an t-Sabhail,57.77891,-4.19714,GM/NS-137,1,
Struie,57.83431,-4.2611,GM/NS-138,1,2715389261.0
Sgribhis-bheinn,58.59749,-4.89391,GM/NS-139,1,603249807.0
Meall a'Chaise,58.07568,-4.28868,GM/NS-140,1,2717194354.0
An Socach,58.48112,-4.97669,GM/NS-141,1,
Cnoc an Daimh Mor,58.34834,-4.50805,GM/NS-142,1,
Beinn Domhnaill,57.93979,-4.23192,GM/NS-143,1,644121534.0
Creag a'Ghobhair,57.91577,-4.26403,GM/NS-144,1,644089369.0
Meall nan Clach Ruadha,58.47876,-4.39375,GM/NS-145,1,2716852133.0
Ghlas-bheinn,58.50871,-4.86479,GM/NS-146,1,2682004592.0
Meall Dola,58.03014,-4.33855,GM/NS-147,1,2722971549.0
Cnoc an t-Sabhail,57.80671,-4.15308,GM/NS-148,1,2715419785.0
Beinn Akie,58.5414,-4.85219,GM/NS-149,1,
Cnoc Mor,57.57733,-4.5264,GM/NS-150,1,2715421582.0
Mount Eagle,57.6008,-4.2631,GM/NS-151,1,1530109793.0
Hill of Nigg,57.70913,-3.98102,GM/NS-152,1,2715412808.0
Meall an Fheadain,58.04249,-5.39206,GM/NS-153,1,929125729.0
Beinn Dearg,58.5463,-4.95769,GM/NS-154,1,603249827.0
Creag an Amalaidh,57.94962,-4.09874,GM/NS-155,1,9124606442.0
Sgurr Alasdair,57.20659,-6.22418,GM/SI-001,6,388371683.0
Sgurr Dearg - Inaccessible Pinnacle,57.21325,-6.23482,GM/SI-002,6,388371680.0
Ben More,56.42483,-6.01402,GM/SI-003,6,1390626812.0
Sgurr nan Gillean,57.24821,-6.19316,GM/SI-004,6,388371674.0
Bla Bheinn (Blaven),57.21957,-6.09321,GM/SI-005,6,379825131.0
Goat Fell,55.62585,-5.19188,GM/SI-006,4,58706525.0
Caisteal Abhail,55.64986,-5.22929,GM/SI-007,4,300806208.0
Beinn Tarsuinn,55.62148,-5.24208,GM/SI-008,4,300806330.0
Askival,56.97443,-6.2915,GM/SI-009,4,340074320.0
Garbh-bheinn,57.2331,-6.09247,GM/SI-010,4,559458445.0
Cir Mhor,55.63913,-5.22253,GM/SI-011,4,300806536.0
Clisham,57.96369,-6.81255,GM/SI-012,4,633549042.0
Beinn an Oir,55.9024,-6.00414,GM/SI-013,4,278496102.0
Ainshval,56.96563,-6.31468,GM/SI-014,4,2702862488.0
Glamaig - Sgurr Mhairi,57.29271,-6.1284,GM/SI-015,4,559457538.0
Dun da Ghaoithe,56.46044,-5.77951,GM/SI-016,4,2702943140.0
Beinn Talaidh,56.44457,-5.85429,GM/SI-017,4,1745289652.0
Beinn Shiantaidh,55.90167,-5.97936,GM/SI-018,4,278496124.0
Sgurr Dearg,56.44012,-5.78887,GM/SI-019,4,2702943801.0
Sgurr na Coinnich,57.23615,-5.70943,GM/SI-020,4,2301524983.0
Marsco,57.24918,-6.13348,GM/SI-021,4,416663658.0
Beinn a'Chaolais,55.88844,-6.0175,GM/SI-022,4,278496077.0
Beinn na Caillich,57.24292,-5.69679,GM/SI-023,4,2301524981.0
Beinn na Caillich,57.23728,-5.97668,GM/SI-024,4,559458311.0
Beinn Dearg Mhor,57.27954,-6.11582,GM/SI-025,4,416665034.0
Uisgnaval Mor,57.97294,-6.87115,GM/SI-026,4,633540087.0
Mullach Buidhe,55.63316,-5.33467,GM/SI-027,4,9569867653.0
The Storr,57.50711,-6.18311,GM/SI-028,4,563094988.0
Ben Buie,56.37508,-5.88177,GM/SI-029,4,2845713064.0
Beinn Dearg Mhor,57.23259,-5.99876,GM/SI-030,4,559458329.0
Corra-bheinn,56.4193,-5.9363,GM/SI-031,4,1741380324.0
Belig,57.24098,-6.07228,GM/SI-032,4,2796404367.0
Trallval,56.97339,-6.31727,GM/SI-033,4,2561762171.0
Beinn Fhada,56.44197,-5.9925,GM/SI-034,4,1741382905.0
Creach Beinn,56.38199,-5.8197,GM/SI-035,2,2845706612.0
Tirga Mor,57.99488,-6.98505,GM/SI-036,2,633538966.0
Hartaval,57.51572,-6.20952,GM/SI-037,2,
Oreval,57.98306,-6.93521,GM/SI-038,2,1276508001.0
Beinn Mhor,57.2587,-7.29497,GM/SI-039,2,3395158094.0
Cruach Choireadail,56.40512,-5.90011,GM/SI-040,2,
Ben Aslak,57.20755,-5.72596,GM/SI-041,2,
Hecla,57.29029,-7.27128,GM/SI-042,2,3395190181.0
Beinn a'Ghraig,56.46325,-5.99229,GM/SI-043,2,1616794807.0
Stulaval,58.00648,-6.85465,GM/SI-044,2,1275006855.0
Corra Bheinn,55.90892,-5.95942,GM/SI-045,2,279237184.0
Beinn Bhreac,55.65979,-5.27121,GM/SI-046,2,300806198.0
Mealisval,58.13163,-7.06117,GM/SI-047,2,2870195215.0
Ben na Cro,57.24363,-6.03053,GM/SI-048,2,559458382.0
Beinn Mhor,57.99,-6.64753,GM/SI-049,2,633571877.0
Orval,57.00588,-6.39314,GM/SI-050,2,2806378039.0
Glas Bheinn Mhor,57.25687,-6.05758,GM/SI-051,2,
Meall nan Damh,55.67054,-5.32363,GM/SI-052,2,300806284.0
Glas Bheinn,55.85729,-5.99591,GM/SI-053,2,278496144.0
Beinn na Seamraig,57.1944,-5.76069,GM/SI-054,2,2796448246.0
Coirc Bheinn,56.41921,-6.07553,GM/SI-055,2,1601156441.0
Sgaoth Aird,57.93479,-6.7901,GM/SI-056,2,1780381576.0
Ben Dearg,57.47371,-6.20768,GM/SI-057,2,2796240069.0
Meall na Suiramach,57.64297,-6.2814,GM/SI-058,2,634382574.0
Toddun,57.92835,-6.71408,GM/SI-059,2,633532289.0
Ben Corodale,57.27524,-7.27891,GM/SI-060,2,3395457736.0
Beinn na Sreine,56.39719,-6.12361,GM/SI-061,2,1601156439.0
Tahaval,58.12688,-7.02605,GM/SI-062,2,633625348.0
A'Chruach,55.55326,-5.22038,GM/SI-063,2,1132414363.0
Cracaval,58.1165,-7.04598,GM/SI-064,2,
Scrinadle,55.92838,-5.99543,GM/SI-065,2,294062047.0
Beinn Dhubh,57.89986,-6.91423,GM/SI-066,2,633530740.0
Beinn na Croise,56.35516,-5.95166,GM/SI-067,2,2845715416.0
Sgurr na Stri,57.19582,-6.13895,GM/SI-068,1,
Griomaval,58.086,-7.07172,GM/SI-069,1,2870509150.0
Ruadh Stac,57.23252,-6.11954,GM/SI-070,1,
Liuthaid,58.02174,-6.7856,GM/SI-071,1,633612701.0
Beinn Bheigier,55.73317,-6.09539,GM/SI-072,1,299959936.0
Husival Mor,57.9937,-7.04063,GM/SI-073,1,633537125.0
Healabhal Bheag,57.38426,-6.62037,GM/SI-074,1,
Dubh Bheinn,56.03235,-5.8839,GM/SI-075,1,
Ward Hill,58.90062,-3.34051,GM/SI-076,1,612578114.0
Glas Bheinn,55.75771,-6.0983,GM/SI-077,1,
Gormol,57.96944,-6.56449,GM/SI-078,1,2870173479.0
Healabhal Mhor,57.40578,-6.63089,GM/SI-079,1,1835352824.0
Beinn Bhreac,56.04967,-5.85957,GM/SI-080,1,294063066.0
Bioda Buidhe,57.61471,-6.28977,GM/SI-081,1,2392408428.0
Beinn a'Bhraghad,57.24587,-6.29552,GM/SI-082,1,
Roineabhal,57.76661,-6.9754,GM/SI-083,1,346631603.0
Tighvein,55.49937,-5.17151,GM/SI-084,1,
Beinn na Duatharach,56.45815,-5.88941,GM/SI-085,1,2845849901.0
Ronas Hill,60.53386,-1.44594,GM/SI-086,1,3473417740.0
Cruach Scarba,56.17667,-5.72222,GM/SI-087,1,1772977991.0
Caiteshal,57.94319,-6.6622,GM/SI-088,1,633571386.0
Ben Lee,57.32455,-6.15051,GM/SI-089,1,559459095.0
Beinn Bhreac,57.25593,-6.4029,GM/SI-090,1,
Speinne Mor,56.57316,-6.07278,GM/SI-091,1,2845819927.0
Dun Caan,57.38126,-6.02927,GM/SI-092,1,388120703.0
Fionn Bhealach,55.69875,-5.22046,GM/SI-093,1,300806286.0
Beinn Bhreac,55.93061,-5.95079,GM/SI-094,1,294062048.0
Roineval,57.3327,-6.29121,GM/SI-095,1,563099245.0
An Cruachan,57.21825,-6.3387,GM/SI-096,1,2551338377.0
Cuilags,58.91039,-3.37338,GM/SI-097,1,1346094467.0
Conachair,57.82095,-8.57327,GM/SI-098,1,310466847.0
Sgorr nam Faoileann,55.7709,-6.09449,GM/SI-099,1,299923677.0
Suainaval,58.1698,-6.97137,GM/SI-100,1,633623902.0
Beinn na Drise,56.50854,-6.10523,GM/SI-101,1,2845833889.0
Muaithabhal,58.00747,-6.64378,GM/SI-102,1,633573496.0
The Sneug,60.14011,-2.09567,GM/SI-103,1,2941693382.0
Beinn na Greine,57.39383,-6.22972,GM/SI-104,1,563086265.0
Ben Tianavaig,57.39099,-6.14253,GM/SI-105,1,563084305.0
Beinn Bhuidhe,56.4898,-5.91627,GM/SI-106,1,
Beinn Bhac-ghlais,57.37035,-6.61069,GM/SI-107,1,2796272242.0
Guainemol,58.02489,-6.64169,GM/SI-108,1,
Druim Fada,56.33677,-5.80859,GM/SI-109,1,2845828168.0
Knap of Trowieglen,58.86688,-3.31994,GM/SI-110,1,1329572593.0
Bleaval,57.81374,-7.00226,GM/SI-111,1,348151507.0
Beinn Mheadhonach,58.10534,-6.94096,GM/SI-112,1,633627955.0
Mullach na Carn,57.29076,-5.97512,GM/SI-113,1,559458090.0
An Sgurr,56.88414,-6.16605,GM/SI-114,1,709205180.0
Sithean Bhealaich Chumhaing,57.44138,-6.15298,GM/SI-115,1,563097910.0
An Coileach,57.82946,-6.91032,GM/SI-116,1,3048884895.0
Heileasbhal Mor,57.82827,-6.93166,GM/SI-117,1,3048884894.0
Mullach an Eilein,57.87128,-8.49158,GM/SI-118,1,310279527.0
Biod Mor,57.26134,-6.36222,GM/SI-119,1,2551338365.0
Heaval,56.96615,-7.46825,GM/SI-120,1,3395635968.0
Kearnaval,58.04136,-6.76952,GM/SI-121,1,633614865.0
Cnoc Glas,57.83008,-8.63791,GM/SI-122,1,310243550.0
Beinn Chreagach,56.32253,-6.01282,GM/SI-123,1,
Cruachan Min,56.31881,-6.13238,GM/SI-124,1,2845893640.0
Stulaval,57.19616,-7.28881,GM/SI-125,1,3395163335.0
Uisenis,57.95999,-6.50303,GM/SI-126,1,2874036382.0
Ben Garrisdale,56.07891,-5.79337,GM/SI-127,1,
Arnaval,57.29816,-6.40863,GM/SI-128,1,2364283393.0
Chaipaval,57.81875,-7.1014,GM/SI-129,1,348151092.0
Sgarbh Breac,55.91259,-6.15224,GM/SI-130,1,295987211.0
Triuirebheinn,57.17112,-7.27553,GM/SI-131,1,3395163334.0
Eaval,57.52809,-7.18294,GM/SI-132,1,3395190182.0
Ben Meabost,57.16804,-6.07648,GM/SI-133,1,2551345291.0
Sgorr an Fharaidh,56.92654,-6.13427,GM/SI-134,1,2806581507.0
Maol Ban,56.35041,-5.75028,GM/SI-135,1,2855026415.0
Cipeagil Bheag,57.96211,-6.65539,GM/SI-136,1,2870512229.0
Ben Tangaval,56.96018,-7.53198,GM/SI-137,1,3161837936.0
Creachan Mor,56.30225,-6.04905,GM/SI-138,1,2855014707.0
Beinn Chreagach,57.4898,-6.52568,GM/SI-139,1,
Beinn Bhreac,57.48446,-6.58424,GM/SI-140,1,2515666970.0
Feirihisval,58.03838,-6.57423,GM/SI-141,1,2870173481.0
Guir-bheinn,55.87741,-6.19071,GM/SI-142,1,2868106660.0
Mullach Mor,55.52292,-5.06986,GM/SI-143,1,2009124688.0
Biod an Athair,57.4953,-6.74487,GM/SI-144,1,2796247274.0
Beinn Chreagach,56.48213,-6.21889,GM/SI-145,1,864673894.0
Sron Romul,58.02765,-7.13693,GM/SI-146,1,633538193.0
Mullach Mor,57.03041,-6.30865,GM/SI-147,1,2806438226.0
Cruach na Seilcheig,56.12243,-5.73719,GM/SI-148,1,
Cnoc an Ime,55.95394,-5.8614,GM/SI-149,1,
Beinn nan Carn,57.19243,-5.91443,GM/SI-150,1,2796438288.0
Sgorach Breac,57.14946,-5.884,GM/SI-151,1,2796435580.0
Cruachan Glen Vic Askill,57.42774,-6.40384,GM/SI-152,1,2523224758.0
S Airde Beinn,56.60638,-6.12277,GM/SI-153,1,
Royl Field,60.03953,-1.29111,GM/SI-154,1,3473426355.0
Sgurr na h-Iolaire,57.11055,-5.93703,GM/SI-155,1,2796443206.0
Beinn Mholach,58.2574,-6.50977,GM/SI-156,1,2870309461.0
Saxa Vord,60.82748,-0.84106,GM/SI-157,1,3473428285.0
Meall a'Mhaoil,57.3018,-6.0626,GM/SI-158,1,559457672.0
Ben Geary,57.55961,-6.59373,GM/SI-159,1,2550583409.0
Fitful Head,59.90557,-1.38273,GM/SI-160,1,3473428537.0
Sgurr nan Caorach,57.0551,-5.96973,GM/SI-161,1,
Roineval,58.09325,-6.6973,GM/SI-162,1,633579101.0
South Lee,57.57256,-7.15618,GM/SI-163,1,3395190180.0
Scalla Field,60.29763,-1.2975,GM/SI-164,1,3473437143.0
Greabhal,57.7916,-7.04399,GM/SI-165,1,3048863899.0
Beinn Ruigh Choinnich,57.15651,-7.2837,GM/SI-166,1,3395158093.0
Tom nam Fitheach,56.55954,-6.12029,GM/SI-167,1,
Mid Hill,58.96043,-3.15733,GM/SI-168,1,3407037225.0
Carnan,56.80848,-7.65052,GM/SI-169,1,3396528419.0
Ben Raah,57.90767,-7.00868,GM/SI-170,1,348146071.0
Ward of Scousburgh,59.95237,-1.30724,GM/SI-171,1,3473887015.0
North Lee,57.57936,-7.14318,GM/SI-172,1,
Beinn Bhragair,58.29267,-6.66597,GM/SI-173,1,1276508003.0
Conostom,58.1674,-6.82033,GM/SI-174,1,2870503447.0
Arnaval,57.20791,-7.32666,GM/SI-175,1,3395163333.0
Beinn na h-Iolaire,57.47882,-6.00547,GM/SI-176,1,559456103.0
Dalescord Hill,60.39802,-1.28835,GM/SI-177,1,3473735654.0
Blotchnie Fiold,59.14315,-3.01872,GM/SI-178,1,1329654166.0
Sandness Hill,60.28521,-1.65521,GM/SI-179,1,3473444131.0
Carn Ban,56.39741,-5.69379,GM/SI-180,1,2845942807.0
Sleiteachal Mhor,58.07029,-6.72768,GM/SI-181,1,633580705.0
Muirneag,58.35616,-6.31014,GM/SI-182,1,1276512993.0
The Noup,60.12228,-2.08374,GM/SI-183,1,3473842477.0
Easaval,57.11975,-7.33231,GM/SI-184,1,3395411492.0
Beinn Tart a'Mhill,55.72572,-6.44415,GM/SI-185,1,2358238261.0
Marrival,57.60695,-7.34554,GM/SI-186,1,3395459583.0
Caultrashal Mor,58.10265,-6.82472,GM/SI-187,1,
Ward of Bressay,60.12997,-1.09671,GM/SI-188,1,3473458663.0
Wideford Hill,58.98765,-3.02571,GM/SI-189,1,3407052129.0
Milldoe - Mid Tooin,59.06847,-3.12093,GM/SI-190,1,1348017027.0
Keelylang Hill,58.97498,-3.08349,GM/SI-191,1,3407058607.0
Seaforth Island,58.0006,-6.72835,GM/SI-192,1,633571979.0
Ward Hill,59.54591,-1.63276,GM/SI-193,1,3473465923.0
Scrae Field,60.10782,-1.2501,GM/SI-194,1,
Valla Field,60.74961,-0.92935,GM/SI-195,1,3473844260.0
Carn a'Ghaill,57.06754,-6.51582,GM/SI-196,1,2807363100.0
Hill of Arisdale,60.53809,-1.10052,GM/SI-197,1,
Cairn Galtar,56.89301,-7.51964,GM/SI-198,1,3396529002.0
Ben Cliad,57.0098,-7.4749,GM/SI-199,1,3161837899.0
Forsnaval,58.21344,-7.00564,GM/SI-200,1,633622173.0
Beinn Mhor,55.58243,-6.29429,GM/SI-201,1,2868104592.0
Roneval,57.10675,-7.25941,GM/SI-202,1,3395411491.0
Beinn a'Charnain,57.77784,-7.22719,GM/SI-203,1,3395460941.0
Stac an Armin,57.88065,-8.49723,GM/SI-204,1,
Sotan,56.78525,-7.65411,GM/SI-205,1,
Beinn Bhreac,58.02221,-6.39334,GM/SI-206,1,2870536681.0
Beinn Mhor,57.66807,-7.20453,GM/SI-207,1,3395464702.0
Heishival Mor,56.93509,-7.54833,GM/SI-208,1,3161837939.0
Ben Scrien,57.08003,-7.29151,GM/SI-209,1,3395598917.0
Noss Head,60.13975,-1.00463,GM/SI-210,1,3473842478.0
Crogary Mor,57.63931,-7.25102,GM/SI-211,1,3395623894.0
Bioda Mor,57.79564,-8.56124,GM/SI-212,1,2807342385.0
White Grunafirth,60.50938,-1.49991,GM/SI-213,1,3473907819.0
Stac Lee,57.86651,-8.51022,GM/SI-214,1,310279413.0
Mid Ward,60.36973,-1.42142,GM/SI-215,1,
The Hoe,56.85136,-7.58984,GM/SI-216,1,3396528421.0
Fitty Hill,59.28643,-3.00262,GM/SI-217,1,1329730402.0
Mullach Buidhe,57.90214,-6.36507,GM/SI-218,1,2870529556.0
Vord Hill,60.62021,-0.86433,GM/SI-219,1,2392131973.0
Gometra,56.49056,-6.28854,GM/SI-220,1,865299619.0
Crogary na Hoe,57.63978,-7.07161,GM/SI-221,1,3395629122.0
Muldoanich,56.91864,-7.44341,GM/SI-222,1,3396519574.0
Sail Chalmadale,55.60969,-5.31303,GM/SI-223,1,300806366.0
Ben More,56.38595,-4.54009,GM/SS-001,10,8870336.0
Stob Binnein,56.37072,-4.53575,GM/SS-002,10,259035673.0
Ben Lui,56.397,-4.81051,GM/SS-003,10,25697075.0
Cruach Ardrain,56.35643,-4.57615,GM/SS-004,8,258821906.0
Ben Oss,56.38927,-4.77549,GM/SS-005,8,382450384.0
Beinn Ime,56.23679,-4.81712,GM/SS-006,8,2408919863.0
An Caisteal,56.3386,-4.62437,GM/SS-007,6,258820961.0
Ben Vorlich,56.34268,-4.21945,GM/SS-008,6,2116566997.0
Beinn Dubhchraig,56.3913,-4.74319,GM/SS-009,6,382450453.0
Stuc a'Chroin,56.32932,-4.23753,GM/SS-010,6,252104886.0
Ben Lomond,56.19029,-4.63301,GM/SS-011,6,25697071.0
Beinn Bhuidhe,56.32666,-4.90672,GM/SS-012,6,998353496.0
Ben Vorlich,56.27402,-4.75505,GM/SS-013,6,258820144.0
Beinn Chabhair,56.32578,-4.64149,GM/SS-014,6,258820960.0
Ben Chonzie,56.45385,-3.99206,GM/SS-015,6,29621195.0
Beinn Narnain,56.22095,-4.789,GM/SS-016,6,258819149.0
Ben Vane,56.24979,-4.78165,GM/SS-017,6,258819152.0
Beinn an Lochain,56.23008,-4.87624,GM/SS-018,6,539382655.0
Creagan na Beinne,56.50693,-4.04169,GM/SS-019,4,2416107096.0
The Cobbler (Ben Arthur),56.21304,-4.80804,GM/SS-020,4,265662146.0
Beinn Chuirn,56.42389,-4.78987,GM/SS-021,4,560933097.0
Creag Uchdag,56.46528,-4.09811,GM/SS-022,4,611357770.0
Ben Ledi,56.25866,-4.32237,GM/SS-023,4,232941638.0
Stob a'Choin,56.30967,-4.56016,GM/SS-024,4,564976235.0
Beinn Luibhean,56.23124,-4.83634,GM/SS-025,4,268767659.0
Meall an t-Seallaidh,56.38042,-4.36258,GM/SS-026,4,1435034288.0
Ben Donich,56.19793,-4.87329,GM/SS-027,4,539753699.0
Merrick,55.13927,-4.46841,GM/SS-028,4,526101223.0
Broad Law,55.49813,-3.35273,GM/SS-029,4,345150406.0
White Coomb,55.42258,-3.32363,GM/SS-030,4,618913739.0
Benvane,56.2933,-4.36843,GM/SS-031,4,268132129.0
Stob Coire Creagach,56.2577,-4.85797,GM/SS-032,4,
Corserine,55.15508,-4.35913,GM/SS-033,4,526123533.0
Beinn Each,56.31396,-4.26218,GM/SS-034,4,320740776.0
Meall na Fearna,56.34125,-4.18432,GM/SS-035,4,2185793334.0
